5 Minutes,Flow (Veh/5 Minutes)
13/01/2020 11:00,86
13/01/2020 11:05,82
13/01/2020 11:10,111
13/01/2020 11:15,120
13/01/2020 11:20,113
13/01/2020 11:25,118
13/01/2020 11:30,121
13/01/2020 11:35,99
13/01/2020 11:40,100
13/01/2020 11:45,110
13/01/2020 11:50,109
13/01/2020 11:55,95
13/01/2020 12:00,83
13/01/2020 12:05,84
13/01/2020 12:10,83
13/01/2020 12:15,86
13/01/2020 12:20,114
13/01/2020 12:25,104
13/01/2020 12:30,100
13/01/2020 12:35,115
13/01/2020 12:40,105
13/01/2020 12:45,92
13/01/2020 12:50,89
13/01/2020 12:55,80
13/01/2020 13:00,78
13/01/2020 13:05,86
13/01/2020 13:10,90
13/01/2020 13:15,101
13/01/2020 13:20,88
13/01/2020 13:25,104
13/01/2020 13:30,81
13/01/2020 13:35,99
13/01/2020 13:40,100
13/01/2020 13:45,91
13/01/2020 13:50,102
13/01/2020 13:55,66
13/01/2020 14:00,97
13/01/2020 14:05,89
13/01/2020 14:10,93
13/01/2020 14:15,107
13/01/2020 14:20,89
13/01/2020 14:25,106
13/01/2020 14:30,97
13/01/2020 14:35,101
13/01/2020 14:40,102
13/01/2020 14:45,104
13/01/2020 14:50,113
13/01/2020 14:55,100
13/01/2020 15:00,94
13/01/2020 15:05,84
13/01/2020 15:10,94
13/01/2020 15:15,111
13/01/2020 15:20,117
13/01/2020 15:25,123
13/01/2020 15:30,91
13/01/2020 15:35,118
13/01/2020 15:40,106
13/01/2020 15:45,101
13/01/2020 15:50,93
13/01/2020 15:55,97
13/01/2020 16:00,97
13/01/2020 16:05,99
13/01/2020 16:10,115
13/01/2020 16:15,119
13/01/2020 16:20,112
13/01/2020 16:25,92
13/01/2020 16:30,107
13/01/2020 16:35,101
13/01/2020 16:40,105
13/01/2020 16:45,104
13/01/2020 16:50,96
13/01/2020 16:55,88
13/01/2020 17:00,105
13/01/2020 17:05,85
13/01/2020 17:10,94
13/01/2020 17:15,121
13/01/2020 17:20,112
13/01/2020 17:25,105
13/01/2020 17:30,96
13/01/2020 17:35,84
13/01/2020 17:40,88
13/01/2020 17:45,85
13/01/2020 17:50,69
13/01/2020 17:55,67
13/01/2020 18:00,88
13/01/2020 18:05,78
13/01/2020 18:10,64
13/01/2020 18:15,89
13/01/2020 18:20,86
13/01/2020 18:25,75
13/01/2020 18:30,73
13/01/2020 18:35,86
13/01/2020 18:40,87
13/01/2020 18:45,88
13/01/2020 18:50,73
13/01/2020 18:55,92
13/01/2020 19:00,74
13/01/2020 19:05,67
13/01/2020 19:10,75
13/01/2020 19:15,71
13/01/2020 19:20,65
13/01/2020 19:25,65
13/01/2020 19:30,51
13/01/2020 19:35,75
13/01/2020 19:40,63
13/01/2020 19:45,57
13/01/2020 19:50,66
13/01/2020 19:55,56
13/01/2020 20:00,57
13/01/2020 20:05,62
13/01/2020 20:10,46
13/01/2020 20:15,58
13/01/2020 20:20,56
13/01/2020 20:25,48
13/01/2020 20:30,45
13/01/2020 20:35,42
13/01/2020 20:40,46
13/01/2020 20:45,49
13/01/2020 20:50,50
13/01/2020 20:55,47
13/01/2020 21:00,38
13/01/2020 21:05,44
13/01/2020 21:10,53
13/01/2020 21:15,48
13/01/2020 21:20,46
13/01/2020 21:25,53
13/01/2020 21:30,45
13/01/2020 21:35,43
13/01/2020 21:40,41
13/01/2020 21:45,35
13/01/2020 21:50,32
13/01/2020 21:55,35
13/01/2020 22:00,34
13/01/2020 22:05,29
13/01/2020 22:10,27
13/01/2020 22:15,31
13/01/2020 22:20,36
13/01/2020 22:25,34
13/01/2020 22:30,32
13/01/2020 22:35,25
13/01/2020 22:40,29
13/01/2020 22:45,26
13/01/2020 22:50,21
13/01/2020 22:55,16
13/01/2020 23:00,15
13/01/2020 23:05,16
13/01/2020 23:10,17
13/01/2020 23:15,22
13/01/2020 23:20,17
13/01/2020 23:25,13
13/01/2020 23:30,12
13/01/2020 23:35,9
13/01/2020 23:40,19
13/01/2020 23:45,14
13/01/2020 23:50,11
13/01/2020 23:55,13
14/01/2020 0:00,9
14/01/2020 0:05,13
14/01/2020 0:10,8
14/01/2020 0:15,6
14/01/2020 0:20,6
14/01/2020 0:25,7
14/01/2020 0:30,7
14/01/2020 0:35,10
14/01/2020 0:40,7
14/01/2020 0:45,7
14/01/2020 0:50,5
14/01/2020 0:55,7
14/01/2020 1:00,2
14/01/2020 1:05,8
14/01/2020 1:10,2
14/01/2020 1:15,6
14/01/2020 1:20,3
14/01/2020 1:25,5
14/01/2020 1:30,7
14/01/2020 1:35,4
14/01/2020 1:40,5
14/01/2020 1:45,3
14/01/2020 1:50,3
14/01/2020 1:55,3
14/01/2020 2:00,5
14/01/2020 2:05,3
14/01/2020 2:10,9
14/01/2020 2:15,3
14/01/2020 2:20,4
14/01/2020 2:25,3
14/01/2020 2:30,5
14/01/2020 2:35,3
14/01/2020 2:40,3
14/01/2020 2:45,3
14/01/2020 2:50,5
14/01/2020 2:55,3
14/01/2020 3:00,2
14/01/2020 3:05,5
14/01/2020 3:10,5
14/01/2020 3:15,3
14/01/2020 3:20,2
14/01/2020 3:25,4
14/01/2020 3:30,5
14/01/2020 3:35,5
14/01/2020 3:40,3
14/01/2020 3:45,10
14/01/2020 3:50,4
14/01/2020 3:55,4
14/01/2020 4:00,8
14/01/2020 4:05,12
14/01/2020 4:10,21
14/01/2020 4:15,9
14/01/2020 4:20,13
14/01/2020 4:25,17
14/01/2020 4:30,21
14/01/2020 4:35,25
14/01/2020 4:40,22
14/01/2020 4:45,39
14/01/2020 4:50,47
14/01/2020 4:55,42
14/01/2020 5:00,46
14/01/2020 5:05,50
14/01/2020 5:10,69
14/01/2020 5:15,48
14/01/2020 5:20,67
14/01/2020 5:25,63
14/01/2020 5:30,84
14/01/2020 5:35,88
14/01/2020 5:40,101
14/01/2020 5:45,116
14/01/2020 5:50,86
14/01/2020 5:55,86
14/01/2020 6:00,87
14/01/2020 6:05,104
14/01/2020 6:10,119
14/01/2020 6:15,135
14/01/2020 6:20,136
14/01/2020 6:25,130
14/01/2020 6:30,146
14/01/2020 6:35,147
14/01/2020 6:40,159
14/01/2020 6:45,167
14/01/2020 6:50,154
14/01/2020 6:55,148
14/01/2020 7:00,156
14/01/2020 7:05,136
14/01/2020 7:10,137
14/01/2020 7:15,138
14/01/2020 7:20,144
14/01/2020 7:25,115
14/01/2020 7:30,97
14/01/2020 7:35,92
14/01/2020 7:40,82
14/01/2020 7:45,73
14/01/2020 7:50,83
14/01/2020 7:55,75
14/01/2020 8:00,78
14/01/2020 8:05,103
14/01/2020 8:10,83
14/01/2020 8:15,88
14/01/2020 8:20,96
14/01/2020 8:25,93
14/01/2020 8:30,85
14/01/2020 8:35,95
14/01/2020 8:40,81
14/01/2020 8:45,94
14/01/2020 8:50,91
14/01/2020 8:55,96
14/01/2020 9:00,89
14/01/2020 9:05,108
14/01/2020 9:10,99
14/01/2020 9:15,105
14/01/2020 9:20,112
14/01/2020 9:25,115
14/01/2020 9:30,132
14/01/2020 9:35,128
14/01/2020 9:40,130
14/01/2020 9:45,125
14/01/2020 9:50,111
14/01/2020 9:55,125
14/01/2020 10:00,110
14/01/2020 10:05,103
14/01/2020 10:10,110
14/01/2020 10:15,116
14/01/2020 10:20,106
14/01/2020 10:25,122
14/01/2020 10:30,118
14/01/2020 10:35,116
14/01/2020 10:40,112
14/01/2020 10:45,113
14/01/2020 10:50,100
14/01/2020 10:55,106
14/01/2020 11:00,88
14/01/2020 11:05,99
14/01/2020 11:10,101
14/01/2020 11:15,104
14/01/2020 11:20,124
14/01/2020 11:25,107
14/01/2020 11:30,113
14/01/2020 11:35,119
14/01/2020 11:40,106
14/01/2020 11:45,111
14/01/2020 11:50,99
14/01/2020 11:55,91
14/01/2020 12:00,103
14/01/2020 12:05,90
14/01/2020 12:10,77
14/01/2020 12:15,99
14/01/2020 12:20,92
14/01/2020 12:25,93
14/01/2020 12:30,82
14/01/2020 12:35,107
14/01/2020 12:40,104
14/01/2020 12:45,98
14/01/2020 12:50,93
14/01/2020 12:55,80
14/01/2020 13:00,96
14/01/2020 13:05,95
14/01/2020 13:10,87
14/01/2020 13:15,93
14/01/2020 13:20,110
14/01/2020 13:25,101
14/01/2020 13:30,100
14/01/2020 13:35,103
14/01/2020 13:40,99
14/01/2020 13:45,120
14/01/2020 13:50,86
14/01/2020 13:55,94
14/01/2020 14:00,89
14/01/2020 14:05,95
14/01/2020 14:10,94
14/01/2020 14:15,103
14/01/2020 14:20,119
14/01/2020 14:25,107
14/01/2020 14:30,96
14/01/2020 14:35,94
14/01/2020 14:40,94
14/01/2020 14:45,97
14/01/2020 14:50,83
14/01/2020 14:55,104
14/01/2020 15:00,107
14/01/2020 15:05,112
14/01/2020 15:10,89
14/01/2020 15:15,103
14/01/2020 15:20,121
14/01/2020 15:25,109
14/01/2020 15:30,91
14/01/2020 15:35,121
14/01/2020 15:40,115
14/01/2020 15:45,105
14/01/2020 15:50,103
14/01/2020 15:55,86
14/01/2020 16:00,106
14/01/2020 16:05,104
14/01/2020 16:10,85
14/01/2020 16:15,94
14/01/2020 16:20,98
14/01/2020 16:25,93
14/01/2020 16:30,90
14/01/2020 16:35,96
14/01/2020 16:40,111
14/01/2020 16:45,100
14/01/2020 16:50,85
14/01/2020 16:55,83
14/01/2020 17:00,99
14/01/2020 17:05,93
14/01/2020 17:10,102
14/01/2020 17:15,110
14/01/2020 17:20,112
14/01/2020 17:25,103
14/01/2020 17:30,88
14/01/2020 17:35,77
14/01/2020 17:40,76
14/01/2020 17:45,104
14/01/2020 17:50,92
14/01/2020 17:55,85
14/01/2020 18:00,64
14/01/2020 18:05,77
14/01/2020 18:10,83
14/01/2020 18:15,83
14/01/2020 18:20,91
14/01/2020 18:25,79
14/01/2020 18:30,85
14/01/2020 18:35,73
14/01/2020 18:40,81
14/01/2020 18:45,82
14/01/2020 18:50,81
14/01/2020 18:55,60
14/01/2020 19:00,74
14/01/2020 19:05,73
14/01/2020 19:10,79
14/01/2020 19:15,74
14/01/2020 19:20,80
14/01/2020 19:25,76
14/01/2020 19:30,77
14/01/2020 19:35,68
14/01/2020 19:40,83
14/01/2020 19:45,67
14/01/2020 19:50,61
14/01/2020 19:55,47
14/01/2020 20:00,67
14/01/2020 20:05,55
14/01/2020 20:10,67
14/01/2020 20:15,62
14/01/2020 20:20,63
14/01/2020 20:25,72
14/01/2020 20:30,43
14/01/2020 20:35,53
14/01/2020 20:40,49
14/01/2020 20:45,64
14/01/2020 20:50,46
14/01/2020 20:55,54
14/01/2020 21:00,51
14/01/2020 21:05,39
14/01/2020 21:10,45
14/01/2020 21:15,59
14/01/2020 21:20,45
14/01/2020 21:25,49
14/01/2020 21:30,40
14/01/2020 21:35,40
14/01/2020 21:40,37
14/01/2020 21:45,35
14/01/2020 21:50,36
14/01/2020 21:55,38
14/01/2020 22:00,41
14/01/2020 22:05,29
14/01/2020 22:10,35
14/01/2020 22:15,42
14/01/2020 22:20,36
14/01/2020 22:25,37
14/01/2020 22:30,22
14/01/2020 22:35,32
14/01/2020 22:40,19
14/01/2020 22:45,23
14/01/2020 22:50,20
14/01/2020 22:55,21
14/01/2020 23:00,21
14/01/2020 23:05,23
14/01/2020 23:10,17
14/01/2020 23:15,17
14/01/2020 23:20,20
14/01/2020 23:25,19
14/01/2020 23:30,19
14/01/2020 23:35,8
14/01/2020 23:40,17
14/01/2020 23:45,20
14/01/2020 23:50,11
14/01/2020 23:55,10
15/01/2020 0:00,13
15/01/2020 0:05,12
15/01/2020 0:10,9
15/01/2020 0:15,9
15/01/2020 0:20,10
15/01/2020 0:25,7
15/01/2020 0:30,9
15/01/2020 0:35,7
15/01/2020 0:40,11
15/01/2020 0:45,13
15/01/2020 0:50,10
15/01/2020 0:55,9
15/01/2020 1:00,9
15/01/2020 1:05,5
15/01/2020 1:10,4
15/01/2020 1:15,8
15/01/2020 1:20,4
15/01/2020 1:25,3
15/01/2020 1:30,3
15/01/2020 1:35,2
15/01/2020 1:40,5
15/01/2020 1:45,1
15/01/2020 1:50,4
15/01/2020 1:55,5
15/01/2020 2:00,8
15/01/2020 2:05,4
15/01/2020 2:10,3
15/01/2020 2:15,2
15/01/2020 2:20,4
15/01/2020 2:25,5
15/01/2020 2:30,6
15/01/2020 2:35,6
15/01/2020 2:40,8
15/01/2020 2:45,6
15/01/2020 2:50,5
15/01/2020 2:55,6
15/01/2020 3:00,7
15/01/2020 3:05,2
15/01/2020 3:10,6
15/01/2020 3:15,5
15/01/2020 3:20,2
15/01/2020 3:25,4
15/01/2020 3:30,2
15/01/2020 3:35,6
15/01/2020 3:40,8
15/01/2020 3:45,6
15/01/2020 3:50,6
15/01/2020 3:55,8
15/01/2020 4:00,3
15/01/2020 4:05,10
15/01/2020 4:10,17
15/01/2020 4:15,17
15/01/2020 4:20,10
15/01/2020 4:25,11
15/01/2020 4:30,14
15/01/2020 4:35,16
15/01/2020 4:40,33
15/01/2020 4:45,31
15/01/2020 4:50,38
15/01/2020 4:55,31
15/01/2020 5:00,34
15/01/2020 5:05,47
15/01/2020 5:10,46
15/01/2020 5:15,50
15/01/2020 5:20,54
15/01/2020 5:25,60
15/01/2020 5:30,67
15/01/2020 5:35,82
15/01/2020 5:40,86
15/01/2020 5:45,74
15/01/2020 5:50,82
15/01/2020 5:55,80
15/01/2020 6:00,98
15/01/2020 6:05,103
15/01/2020 6:10,118
15/01/2020 6:15,117
15/01/2020 6:20,122
15/01/2020 6:25,120
15/01/2020 6:30,139
15/01/2020 6:35,150
15/01/2020 6:40,153
15/01/2020 6:45,150
15/01/2020 6:50,143
15/01/2020 6:55,151
15/01/2020 7:00,158
15/01/2020 7:05,140
15/01/2020 7:10,143
15/01/2020 7:15,128
15/01/2020 7:20,124
15/01/2020 7:25,113
15/01/2020 7:30,120
15/01/2020 7:35,95
15/01/2020 7:40,90
15/01/2020 7:45,82
15/01/2020 7:50,83
15/01/2020 7:55,89
15/01/2020 8:00,94
15/01/2020 8:05,91
15/01/2020 8:10,98
15/01/2020 8:15,97
15/01/2020 8:20,93
15/01/2020 8:25,86
15/01/2020 8:30,84
15/01/2020 8:35,94
15/01/2020 8:40,91
15/01/2020 8:45,96
15/01/2020 8:50,85
15/01/2020 8:55,99
15/01/2020 9:00,86
15/01/2020 9:05,102
15/01/2020 9:10,98
15/01/2020 9:15,114
15/01/2020 9:20,119
15/01/2020 9:25,114
15/01/2020 9:30,117
15/01/2020 9:35,124
15/01/2020 9:40,116
15/01/2020 9:45,118
15/01/2020 9:50,106
15/01/2020 9:55,101
15/01/2020 10:00,110
15/01/2020 10:05,112
15/01/2020 10:10,105
15/01/2020 10:15,102
15/01/2020 10:20,111
15/01/2020 10:25,125
15/01/2020 10:30,109
15/01/2020 10:35,105
15/01/2020 10:40,125
15/01/2020 10:45,117
15/01/2020 10:50,98
15/01/2020 10:55,108
15/01/2020 11:00,106
15/01/2020 11:05,119
15/01/2020 11:10,102
15/01/2020 11:15,79
15/01/2020 11:20,109
15/01/2020 11:25,89
15/01/2020 11:30,105
15/01/2020 11:35,126
15/01/2020 11:40,105
15/01/2020 11:45,118
15/01/2020 11:50,121
15/01/2020 11:55,105
15/01/2020 12:00,107
15/01/2020 12:05,83
15/01/2020 12:10,116
15/01/2020 12:15,106
15/01/2020 12:20,104
15/01/2020 12:25,115
15/01/2020 12:30,117
15/01/2020 12:35,106
15/01/2020 12:40,96
15/01/2020 12:45,109
15/01/2020 12:50,118
15/01/2020 12:55,87
15/01/2020 13:00,129
15/01/2020 13:05,104
15/01/2020 13:10,92
15/01/2020 13:15,108
15/01/2020 13:20,124
15/01/2020 13:25,110
15/01/2020 13:30,109
15/01/2020 13:35,100
15/01/2020 13:40,102
15/01/2020 13:45,104
15/01/2020 13:50,118
15/01/2020 13:55,121
15/01/2020 14:00,116
15/01/2020 14:05,119
15/01/2020 14:10,102
15/01/2020 14:15,101
15/01/2020 14:20,114
15/01/2020 14:25,101
15/01/2020 14:30,79
15/01/2020 14:35,86
15/01/2020 14:40,113
15/01/2020 14:45,113
15/01/2020 14:50,115
15/01/2020 14:55,104
15/01/2020 15:00,123
15/01/2020 15:05,115
15/01/2020 15:10,98
15/01/2020 15:15,90
15/01/2020 15:20,117
15/01/2020 15:25,101
15/01/2020 15:30,92
15/01/2020 15:35,114
15/01/2020 15:40,95
15/01/2020 15:45,115
15/01/2020 15:50,104
15/01/2020 15:55,99
15/01/2020 16:00,110
15/01/2020 16:05,109
15/01/2020 16:10,91
15/01/2020 16:15,98
15/01/2020 16:20,94
15/01/2020 16:25,97
15/01/2020 16:30,99
15/01/2020 16:35,98
15/01/2020 16:40,87
15/01/2020 16:45,93
15/01/2020 16:50,82
15/01/2020 16:55,87
15/01/2020 17:00,101
15/01/2020 17:05,83
15/01/2020 17:10,94
15/01/2020 17:15,104
15/01/2020 17:20,86
15/01/2020 17:25,86
15/01/2020 17:30,82
15/01/2020 17:35,87
15/01/2020 17:40,103
15/01/2020 17:45,83
15/01/2020 17:50,83
15/01/2020 17:55,87
15/01/2020 18:00,63
15/01/2020 18:05,84
15/01/2020 18:10,73
15/01/2020 18:15,77
15/01/2020 18:20,83
15/01/2020 18:25,87
15/01/2020 18:30,78
15/01/2020 18:35,81
15/01/2020 18:40,73
15/01/2020 18:45,84
15/01/2020 18:50,92
15/01/2020 18:55,89
15/01/2020 19:00,95
15/01/2020 19:05,119
15/01/2020 19:10,101
15/01/2020 19:15,94
15/01/2020 19:20,88
15/01/2020 19:25,95
15/01/2020 19:30,93
15/01/2020 19:35,82
15/01/2020 19:40,77
15/01/2020 19:45,86
15/01/2020 19:50,74
15/01/2020 19:55,72
15/01/2020 20:00,72
15/01/2020 20:05,74
15/01/2020 20:10,67
15/01/2020 20:15,67
15/01/2020 20:20,59
15/01/2020 20:25,63
15/01/2020 20:30,63
15/01/2020 20:35,57
15/01/2020 20:40,51
15/01/2020 20:45,52
15/01/2020 20:50,54
15/01/2020 20:55,49
15/01/2020 21:00,46
15/01/2020 21:05,56
15/01/2020 21:10,60
15/01/2020 21:15,50
15/01/2020 21:20,49
15/01/2020 21:25,43
15/01/2020 21:30,48
15/01/2020 21:35,53
15/01/2020 21:40,52
15/01/2020 21:45,41
15/01/2020 21:50,45
15/01/2020 21:55,47
15/01/2020 22:00,35
15/01/2020 22:05,37
15/01/2020 22:10,38
15/01/2020 22:15,46
15/01/2020 22:20,59
15/01/2020 22:25,44
15/01/2020 22:30,36
15/01/2020 22:35,40
15/01/2020 22:40,28
15/01/2020 22:45,38
15/01/2020 22:50,23
15/01/2020 22:55,29
15/01/2020 23:00,20
15/01/2020 23:05,31
15/01/2020 23:10,23
15/01/2020 23:15,27
15/01/2020 23:20,28
15/01/2020 23:25,22
15/01/2020 23:30,25
15/01/2020 23:35,21
15/01/2020 23:40,33
15/01/2020 23:45,31
15/01/2020 23:50,18
15/01/2020 23:55,19
22/01/2020 0:00,13
22/01/2020 0:05,20
22/01/2020 0:10,7
22/01/2020 0:15,8
22/01/2020 0:20,6
22/01/2020 0:25,5
22/01/2020 0:30,5
22/01/2020 0:35,10
22/01/2020 0:40,12
22/01/2020 0:45,9
22/01/2020 0:50,11
22/01/2020 0:55,7
22/01/2020 1:00,8
22/01/2020 1:05,5
22/01/2020 1:10,5
22/01/2020 1:15,7
22/01/2020 1:20,8
22/01/2020 1:25,4
22/01/2020 1:30,0
22/01/2020 1:35,7
22/01/2020 1:40,8
22/01/2020 1:45,8
22/01/2020 1:50,8
22/01/2020 1:55,5
22/01/2020 2:00,3
22/01/2020 2:05,5
22/01/2020 2:10,1
22/01/2020 2:15,7
22/01/2020 2:20,1
22/01/2020 2:25,2
22/01/2020 2:30,4
22/01/2020 2:35,4
22/01/2020 2:40,4
22/01/2020 2:45,5
22/01/2020 2:50,7
22/01/2020 2:55,3
22/01/2020 3:00,2
22/01/2020 3:05,4
22/01/2020 3:10,4
22/01/2020 3:15,4
22/01/2020 3:20,6
22/01/2020 3:25,5
22/01/2020 3:30,7
22/01/2020 3:35,14
22/01/2020 3:40,6
22/01/2020 3:45,8
22/01/2020 3:50,8
22/01/2020 3:55,7
22/01/2020 4:00,6
22/01/2020 4:05,9
22/01/2020 4:10,10
22/01/2020 4:15,11
22/01/2020 4:20,12
22/01/2020 4:25,15
22/01/2020 4:30,22
22/01/2020 4:35,22
22/01/2020 4:40,23
22/01/2020 4:45,23
22/01/2020 4:50,37
22/01/2020 4:55,40
22/01/2020 5:00,32
22/01/2020 5:05,54
22/01/2020 5:10,46
22/01/2020 5:15,54
22/01/2020 5:20,51
22/01/2020 5:25,55
22/01/2020 5:30,59
22/01/2020 5:35,77
22/01/2020 5:40,97
22/01/2020 5:45,74
22/01/2020 5:50,70
22/01/2020 5:55,99
22/01/2020 6:00,101
22/01/2020 6:05,90
22/01/2020 6:10,109
22/01/2020 6:15,106
22/01/2020 6:20,136
22/01/2020 6:25,134
22/01/2020 6:30,147
22/01/2020 6:35,142
22/01/2020 6:40,169
22/01/2020 6:45,134
22/01/2020 6:50,168
22/01/2020 6:55,145
22/01/2020 7:00,140
22/01/2020 7:05,160
22/01/2020 7:10,159
22/01/2020 7:15,135
22/01/2020 7:20,123
22/01/2020 7:25,116
22/01/2020 7:30,113
22/01/2020 7:35,99
22/01/2020 7:40,99
22/01/2020 7:45,90
22/01/2020 7:50,101
22/01/2020 7:55,94
22/01/2020 8:00,87
22/01/2020 8:05,93
22/01/2020 8:10,102
22/01/2020 8:15,83
22/01/2020 8:20,83
22/01/2020 8:25,94
22/01/2020 8:30,96
22/01/2020 8:35,95
22/01/2020 8:40,95
22/01/2020 8:45,100
22/01/2020 8:50,95
22/01/2020 8:55,88
22/01/2020 9:00,83
22/01/2020 9:05,92
22/01/2020 9:10,102
22/01/2020 9:15,98
22/01/2020 9:20,109
22/01/2020 9:25,120
22/01/2020 9:30,134
22/01/2020 9:35,116
22/01/2020 9:40,105
22/01/2020 9:45,123
22/01/2020 9:50,96
22/01/2020 9:55,115
22/01/2020 10:00,105
22/01/2020 10:05,110
22/01/2020 10:10,98
22/01/2020 10:15,108
22/01/2020 10:20,118
22/01/2020 10:25,108
22/01/2020 10:30,105
22/01/2020 10:35,105
22/01/2020 10:40,106
22/01/2020 10:45,109
22/01/2020 10:50,111
22/01/2020 10:55,91
22/01/2020 11:00,89
22/01/2020 11:05,99
22/01/2020 11:10,102
22/01/2020 11:15,104
22/01/2020 11:20,114
22/01/2020 11:25,113
22/01/2020 11:30,125
22/01/2020 11:35,121
22/01/2020 11:40,98
22/01/2020 11:45,96
22/01/2020 11:50,117
22/01/2020 11:55,97
22/01/2020 12:00,95
22/01/2020 12:05,113
22/01/2020 12:10,105
22/01/2020 12:15,96
22/01/2020 12:20,97
22/01/2020 12:25,95
22/01/2020 12:30,90
22/01/2020 12:35,93
22/01/2020 12:40,103
22/01/2020 12:45,111
22/01/2020 12:50,111
22/01/2020 12:55,91
22/01/2020 13:00,107
22/01/2020 13:05,90
22/01/2020 13:10,117
22/01/2020 13:15,102
22/01/2020 13:20,100
22/01/2020 13:25,116
22/01/2020 13:30,94
22/01/2020 13:35,89
22/01/2020 13:40,100
22/01/2020 13:45,100
22/01/2020 13:50,93
22/01/2020 13:55,88
22/01/2020 14:00,105
22/01/2020 14:05,119
22/01/2020 14:10,110
22/01/2020 14:15,95
22/01/2020 14:20,107
22/01/2020 14:25,122
22/01/2020 14:30,114
22/01/2020 14:35,97
22/01/2020 14:40,116
22/01/2020 14:45,113
22/01/2020 14:50,101
22/01/2020 14:55,96
22/01/2020 15:00,105
22/01/2020 15:05,104
22/01/2020 15:10,84
22/01/2020 15:15,99
22/01/2020 15:20,100
22/01/2020 15:25,104
22/01/2020 15:30,98
22/01/2020 15:35,99
22/01/2020 15:40,109
22/01/2020 15:45,115
22/01/2020 15:50,101
22/01/2020 15:55,106
22/01/2020 16:00,109
22/01/2020 16:05,92
22/01/2020 16:10,107
22/01/2020 16:15,109
22/01/2020 16:20,103
22/01/2020 16:25,117
22/01/2020 16:30,75
22/01/2020 16:35,102
22/01/2020 16:40,93
22/01/2020 16:45,93
22/01/2020 16:50,96
22/01/2020 16:55,87
22/01/2020 17:00,93
22/01/2020 17:05,87
22/01/2020 17:10,95
22/01/2020 17:15,94
22/01/2020 17:20,105
22/01/2020 17:25,95
22/01/2020 17:30,94
22/01/2020 17:35,85
22/01/2020 17:40,91
22/01/2020 17:45,88
22/01/2020 17:50,82
22/01/2020 17:55,83
22/01/2020 18:00,75
22/01/2020 18:05,70
22/01/2020 18:10,70
22/01/2020 18:15,83
22/01/2020 18:20,86
22/01/2020 18:25,102
22/01/2020 18:30,101
22/01/2020 18:35,89
22/01/2020 18:40,94
22/01/2020 18:45,81
22/01/2020 18:50,98
22/01/2020 18:55,91
22/01/2020 19:00,91
22/01/2020 19:05,100
22/01/2020 19:10,90
22/01/2020 19:15,84
22/01/2020 19:20,114
22/01/2020 19:25,93
22/01/2020 19:30,73
22/01/2020 19:35,73
22/01/2020 19:40,77
22/01/2020 19:45,81
22/01/2020 19:50,81
22/01/2020 19:55,79
22/01/2020 20:00,70
22/01/2020 20:05,78
22/01/2020 20:10,70
22/01/2020 20:15,63
22/01/2020 20:20,49
22/01/2020 20:25,70
22/01/2020 20:30,47
22/01/2020 20:35,54
22/01/2020 20:40,59
22/01/2020 20:45,60
22/01/2020 20:50,52
22/01/2020 20:55,48
22/01/2020 21:00,63
22/01/2020 21:05,46
22/01/2020 21:10,35
22/01/2020 21:15,48
22/01/2020 21:20,51
22/01/2020 21:25,61
22/01/2020 21:30,44
22/01/2020 21:35,50
22/01/2020 21:40,54
22/01/2020 21:45,40
22/01/2020 21:50,37
22/01/2020 21:55,44
22/01/2020 22:00,39
22/01/2020 22:05,40
22/01/2020 22:10,42
22/01/2020 22:15,39
22/01/2020 22:20,45
22/01/2020 22:25,40
22/01/2020 22:30,44
22/01/2020 22:35,33
22/01/2020 22:40,35
22/01/2020 22:45,39
22/01/2020 22:50,34
22/01/2020 22:55,33
22/01/2020 23:00,22
22/01/2020 23:05,27
22/01/2020 23:10,31
22/01/2020 23:15,25
22/01/2020 23:20,24
22/01/2020 23:25,20
22/01/2020 23:30,23
22/01/2020 23:35,25
22/01/2020 23:40,34
22/01/2020 23:45,25
22/01/2020 23:50,30
22/01/2020 23:55,9
29/01/2020 0:00,10
29/01/2020 0:05,14
29/01/2020 0:10,11
29/01/2020 0:15,9
29/01/2020 0:20,13
29/01/2020 0:25,11
29/01/2020 0:30,11
29/01/2020 0:35,8
29/01/2020 0:40,3
29/01/2020 0:45,11
29/01/2020 0:50,8
29/01/2020 0:55,7
29/01/2020 1:00,8
29/01/2020 1:05,6
29/01/2020 1:10,5
29/01/2020 1:15,2
29/01/2020 1:20,10
29/01/2020 1:25,4
29/01/2020 1:30,9
29/01/2020 1:35,4
29/01/2020 1:40,6
29/01/2020 1:45,6
29/01/2020 1:50,6
29/01/2020 1:55,6
29/01/2020 2:00,3
29/01/2020 2:05,5
29/01/2020 2:10,5
29/01/2020 2:15,7
29/01/2020 2:20,2
29/01/2020 2:25,4
29/01/2020 2:30,8
29/01/2020 2:35,2
29/01/2020 2:40,3
29/01/2020 2:45,4
29/01/2020 2:50,4
29/01/2020 2:55,3
29/01/2020 3:00,2
29/01/2020 3:05,2
29/01/2020 3:10,4
29/01/2020 3:15,4
29/01/2020 3:20,7
29/01/2020 3:25,5
29/01/2020 3:30,4
29/01/2020 3:35,8
29/01/2020 3:40,4
29/01/2020 3:45,8
29/01/2020 3:50,2
29/01/2020 3:55,8
29/01/2020 4:00,8
29/01/2020 4:05,10
29/01/2020 4:10,11
29/01/2020 4:15,16
29/01/2020 4:20,15
29/01/2020 4:25,12
29/01/2020 4:30,15
